Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh
C47659,Hyundai,XUV500,2006,Diesel,Automatic,Blue,Fourth,13.28,35.29
C47660,Renault,Nexon,2021,CNG,Manual,Black,First,19.12,37.88
C47661,Maruti,Swift,2014,Electric,Manual,White,Fourth,15.58,10.6
C47662,Ford,Polo,2021,Diesel,Automatic,Grey,Fourth,23.94,42.32
C47663,Kia,Ecosport,2012,Diesel,Automatic,Blue,Third,23.19,49.09
C47664,Renault,Seltos,2010,CNG,Manual,Red,First,23.93,24.52
C47665,Ford,XUV500,2024,Electric,Manual,Black,Third,14.56,12.54
C47666,Ford,Seltos,2023,Hybrid,Manual,Black,Third,16.51,39.32
C47667,Ford,XUV500,2010,Hybrid,Manual,Blue,Third,21.57,34.89
C47668,Kia,Seltos,2018,Diesel,Manual,Red,First,24.94,19.5
C47669,Volkswagen,Seltos,2017,Hybrid,Automatic,Blue,Fourth,10.31,9.36
C47670,Honda,Creta,2021,Petrol,Manual,Red,Fourth,10.95,21.93
C47671,Kia,XUV500,2022,Diesel,Automatic,Red,Third,21.29,49.57
C47672,Honda,XUV500,2023,Electric,Manual,Grey,Third,10.32,18.93
C47673,Hyundai,City,2016,Electric,Manual,Yellow,Second,24.4,22.12
C47674,Renault,Swift,2011,Petrol,Manual,Green,Third,16.41,47.85
C47675,Ford,Innova,2006,Electric,Manual,Grey,Second,15.09,12.12
C47676,Honda,Innova,2023,Electric,Manual,Black,Second,12.84,34.5
C47677,Maruti,City,2014,Diesel,Manual,Black,Third,17.03,44.79
C47678,Hyundai,Creta,2005,Electric,Manual,Red,First,13.92,39.78
C47679,Renault,Seltos,2011,Petrol,Manual,Black,Second,19.15,5.25
C47680,Maruti,Duster,2016,Petrol,Automatic,White,First,19.71,12.5
C47681,Toyota,Nexon,2016,Petrol,Automatic,Blue,First,13.56,45.46
C47682,Volkswagen,Ecosport,2014,CNG,Manual,Silver,Third,19.92,28.43
C47683,Volkswagen,Creta,2007,Electric,Manual,Red,First,22.93,12.92
C47684,Hyundai,Innova,2024,CNG,Manual,Silver,First,13.88,39.14
C47685,Mahindra,Creta,2009,CNG,Manual,Green,First,13.82,20.62
C47686,Renault,Swift,2006,Hybrid,Automatic,Red,Second,19.59,43.27
C47687,Maruti,Seltos,2024,Petrol,Manual,Grey,First,20.04,34.44
C47688,Ford,Duster,2012,Electric,Manual,Yellow,Second,11.7,16.82
C47689,Volkswagen,Duster,2022,CNG,Automatic,White,First,13.03,17.64
C47690,Volkswagen,City,2017,CNG,Automatic,Grey,Second,20.21,49.9
C47691,Volkswagen,Duster,2015,Electric,Automatic,Green,First,21.66,7.54
C47692,Honda,Duster,2024,Diesel,Automatic,Red,Fourth,18.06,30.93
C47693,Tata,Duster,2007,Diesel,Manual,Silver,Fourth,17.88,18.79
C47694,Maruti,Nexon,2017,Electric,Manual,White,Second,19.54,19.47
C47695,Ford,Swift,2020,Petrol,Automatic,White,Third,21.46,37.75
C47696,Renault,Ecosport,2024,Petrol,Manual,White,Fourth,16.22,33.45
C47697,Ford,Swift,2017,Diesel,Manual,Red,Fourth,20.34,23.25
C47698,Maruti,Seltos,2019,Petrol,Automatic,Black,Second,18.36,26.14
C47699,Hyundai,Ecosport,2024,Diesel,Manual,Red,Fourth,10.92,5.99
C47700,Mahindra,Swift,2010,Diesel,Automatic,Silver,First,19.24,41.66
C47701,Maruti,Seltos,2009,Petrol,Automatic,Green,Second,20.8,38.01
C47702,Hyundai,Creta,2015,Hybrid,Manual,Red,Fourth,21.19,32.25
C47703,Toyota,Innova,2012,Hybrid,Automatic,White,Second,19.09,6.27
C47704,Honda,Duster,2023,CNG,Automatic,Black,Fourth,20.75,36.63
C47705,Mahindra,Nexon,2013,Electric,Manual,Yellow,Second,20.09,31.98
C47706,Kia,Polo,2008,Diesel,Automatic,Grey,First,23.16,3.93
C47707,Hyundai,XUV500,2010,CNG,Automatic,Silver,First,23.12,33.05
C47708,Tata,Innova,2014,Electric,Manual,Silver,Second,12.25,14.31
C47709,Hyundai,Innova,2016,CNG,Manual,Silver,Third,12.23,35.3
C47710,Honda,Seltos,2015,Petrol,Automatic,Black,Third,21.59,31.32
C47711,Toyota,Nexon,2006,Hybrid,Manual,Green,Third,14.51,48.45
C47712,Renault,Innova,2021,CNG,Manual,Yellow,First,24.49,47.75
C47713,Toyota,Nexon,2017,Petrol,Automatic,Silver,Third,21.83,32.92
C47714,Maruti,Polo,2013,Hybrid,Automatic,Green,Fourth,19.76,6.1
C47715,Mahindra,Innova,2016,CNG,Manual,Black,Third,21.95,25.76
C47716,Maruti,Nexon,2023,Petrol,Automatic,Red,Fourth,22.54,45.89
C47717,Maruti,Polo,2015,Electric,Manual,Yellow,Second,22.89,37.89
C47718,Renault,Polo,2007,Electric,Manual,White,Third,13.68,16.72
C47719,Toyota,City,2015,Electric,Manual,Silver,First,10.78,18.62
C47720,Maruti,Seltos,2020,Electric,Manual,White,Fourth,11.44,43.04
C47721,Volkswagen,Creta,2012,Diesel,Manual,White,Third,20,37.46
C47722,Kia,Duster,2021,CNG,Automatic,Red,Third,23,44.01
C47723,Hyundai,Polo,2015,CNG,Manual,Yellow,Third,20.48,31.54
C47724,Mahindra,Seltos,2021,Petrol,Manual,Silver,First,21.8,49.98
C47725,Kia,Duster,2015,Hybrid,Automatic,Grey,Third,13.04,20.67
C47726,Tata,Seltos,2006,CNG,Manual,Green,Second,11.92,11.97
C47727,Maruti,Ecosport,2015,Diesel,Automatic,White,First,11.24,30.33
C47728,Toyota,Ecosport,2024,CNG,Automatic,Grey,Fourth,19.79,33.93
C47729,Hyundai,Nexon,2006,Hybrid,Manual,Grey,Fourth,24.25,23.2
C47730,Ford,Seltos,2018,Diesel,Manual,Blue,Second,24.75,14.62
C47731,Renault,Swift,2013,Electric,Automatic,Blue,First,18.79,3.09
C47732,Tata,Polo,2007,Electric,Manual,Yellow,Second,19.38,3.44
C47733,Ford,Seltos,2016,Petrol,Automatic,Green,Third,15.64,17.11
C47734,Ford,City,2006,Hybrid,Automatic,Yellow,First,19.68,34.99
C47735,Toyota,XUV500,2009,Diesel,Manual,Red,Second,15.02,28.74
C47736,Volkswagen,Nexon,2008,CNG,Automatic,Grey,Fourth,10.32,24.8
C47737,Ford,Duster,2007,Diesel,Automatic,Red,Third,19.56,3.67
C47738,Maruti,City,2012,CNG,Manual,Blue,Second,23.7,46.35
C47739,Volkswagen,Creta,2016,CNG,Automatic,Black,First,15.14,41.87
C47740,Ford,Nexon,2008,Electric,Automatic,Yellow,First,13.9,34.49
C47741,Kia,Seltos,2024,Diesel,Automatic,Grey,Second,24.1,15.45
C47742,Kia,Swift,2014,Hybrid,Automatic,Green,First,10.08,46.01
C47743,Renault,Swift,2024,Diesel,Automatic,Yellow,Fourth,14.91,42.58
C47744,Kia,Innova,2014,CNG,Manual,Yellow,Third,18.02,31.83
C47745,Volkswagen,Duster,2020,Petrol,Manual,Yellow,First,18.29,18.47
C47746,Honda,Ecosport,2023,Petrol,Automatic,Black,Fourth,24.29,38.82
C47747,Kia,Seltos,2005,Hybrid,Manual,Green,Second,17.5,19.35
C47748,Hyundai,Polo,2012,Diesel,Manual,Blue,Third,11.7,18.86
C47749,Hyundai,Polo,2020,Electric,Automatic,Green,First,22.05,11.73
C47750,Maruti,Innova,2005,CNG,Automatic,Blue,First,14.11,16.12
C47751,Ford,Swift,2012,Electric,Manual,Red,Third,16,37.43
C47752,Renault,Ecosport,2022,Diesel,Automatic,Blue,Fourth,24.87,13.45
C47753,Volkswagen,XUV500,2015,CNG,Manual,Green,Third,22.87,3.97
C47754,Renault,XUV500,2008,Diesel,Automatic,Red,First,11.62,29.37
C47755,Ford,Nexon,2020,CNG,Automatic,Blue,Second,14.31,35.92
C47756,Mahindra,Swift,2011,Electric,Manual,Grey,Third,22.22,17.79
C47757,Honda,Polo,2024,Petrol,Automatic,Red,First,14.55,42.74
C47758,Mahindra,Swift,2024,Hybrid,Manual,Blue,First,10.29,8.93
C47759,Honda,City,2011,Petrol,Automatic,Grey,Second,21.54,14.1
C47760,Honda,Seltos,2013,Hybrid,Automatic,Blue,Fourth,19.1,4.58
C47761,Ford,XUV500,2014,Diesel,Manual,Silver,Second,12.88,25.11
C47762,Toyota,Duster,2014,Petrol,Manual,Yellow,Third,20.25,24.78
C47763,Renault,Seltos,2017,Hybrid,Manual,White,First,10.42,25.28
C47764,Mahindra,Seltos,2024,Hybrid,Automatic,Yellow,Third,14.08,23.8
C47765,Toyota,City,2005,CNG,Manual,Black,First,16.76,12.66
C47766,Maruti,Nexon,2005,Hybrid,Automatic,Grey,Second,24.92,49.09
C47767,Maruti,Duster,2022,Hybrid,Automatic,Yellow,Fourth,14.14,11.79
C47768,Toyota,Seltos,2024,Diesel,Automatic,Silver,Fourth,17.21,42.45
C47769,Volkswagen,Duster,2013,Electric,Automatic,Yellow,Fourth,18.7,18.75
C47770,Maruti,Nexon,2013,Diesel,Automatic,Blue,Third,19.87,33.71
C47771,Hyundai,XUV500,2021,Petrol,Automatic,Yellow,Second,14.68,10.76
C47772,Tata,XUV500,2020,Electric,Automatic,Green,Fourth,19.71,18.4
C47773,Maruti,Creta,2007,Diesel,Automatic,Blue,Fourth,16.55,14.97
C47774,Renault,Duster,2021,Hybrid,Manual,Red,Fourth,11.16,10.35
C47775,Toyota,City,2016,Petrol,Manual,Yellow,Fourth,17.32,42.61
C47776,Ford,City,2006,Petrol,Manual,Silver,Third,24.95,12.63
C47777,Hyundai,Duster,2017,Hybrid,Automatic,White,First,15.06,25.83
C47778,Kia,Ecosport,2013,Hybrid,Automatic,Grey,Fourth,13.82,3.71
C47779,Tata,Creta,2020,Diesel,Automatic,White,Fourth,10.62,22.25
C47780,Volkswagen,Seltos,2018,Electric,Automatic,Silver,Third,17.3,3.8
C47781,Renault,Innova,2011,Electric,Automatic,Green,Third,12.5,41.45
C47782,Volkswagen,Seltos,2008,CNG,Manual,Green,Fourth,10.24,5.76
C47783,Mahindra,Ecosport,2007,Diesel,Manual,Blue,First,24.54,28.83
C47784,Honda,Innova,2007,Electric,Automatic,Green,Fourth,11.99,49.91
C47785,Hyundai,Ecosport,2008,CNG,Automatic,Yellow,Third,12.07,35.21
C47786,Maruti,Polo,2005,CNG,Automatic,White,Third,12.21,37.44
C47787,Honda,Innova,2009,CNG,Manual,Grey,Fourth,22.24,42.2
C47788,Maruti,Creta,2021,Petrol,Manual,Red,Second,14.12,47.45
C47789,Renault,Swift,2007,Electric,Manual,Blue,Fourth,21.23,5.46
C47790,Toyota,Swift,2018,Petrol,Automatic,Black,First,16.06,3.86
C47791,Honda,Seltos,2024,Petrol,Automatic,Red,Second,23.12,32.26
C47792,Kia,Nexon,2021,Diesel,Automatic,Red,Fourth,19.99,42.25
C47793,Volkswagen,City,2021,Electric,Automatic,Blue,Fourth,22.69,48.36
C47794,Ford,Creta,2007,Petrol,Automatic,Green,Second,13.64,13.03
C47795,Toyota,Innova,2006,Hybrid,Automatic,Silver,Second,10.75,18.13
C47796,Volkswagen,Swift,2018,Diesel,Automatic,Red,First,11.98,24.88
C47797,Hyundai,XUV500,2009,Petrol,Manual,White,Second,18.04,36.03
C47798,Honda,Nexon,2009,CNG,Automatic,Silver,Second,17.94,44.37
C47799,Volkswagen,City,2022,Diesel,Manual,Silver,Fourth,24.07,11.19
C47800,Renault,City,2012,CNG,Manual,Blue,First,17.89,21.01
C47801,Toyota,City,2009,Diesel,Manual,Green,First,11.03,23.87
C47802,Maruti,Innova,2024,Hybrid,Manual,Grey,Third,19.75,34.52
C47803,Toyota,Polo,2024,Diesel,Automatic,Silver,Third,12.64,48.86
C47804,Hyundai,Ecosport,2007,CNG,Automatic,Red,Second,24.21,48.57
C47805,Renault,Ecosport,2020,Hybrid,Manual,Silver,First,12.47,41.16
C47806,Renault,Seltos,2023,Hybrid,Manual,White,Second,13.1,7.8
C47807,Toyota,XUV500,2007,Electric,Manual,Blue,Second,24.93,9.63
C47808,Hyundai,Innova,2023,CNG,Automatic,Blue,Third,21.6,31.97
C47809,Toyota,XUV500,2014,Hybrid,Automatic,Black,Second,16.98,30.91
C47810,Tata,Creta,2007,Petrol,Manual,Black,Second,21.23,38.93
C47811,Hyundai,City,2008,Diesel,Manual,Yellow,Second,11.19,5.35
C47812,Kia,Swift,2016,Petrol,Manual,Grey,Third,15.68,5.54
C47813,Tata,Polo,2011,Diesel,Manual,Grey,First,16.18,41.36
C47814,Mahindra,Innova,2011,CNG,Automatic,White,Second,10.84,37.24
C47815,Ford,Nexon,2024,Diesel,Manual,Yellow,First,18.41,15.45
C47816,Honda,XUV500,2016,Electric,Manual,White,First,24.59,41.62
C47817,Maruti,XUV500,2006,Petrol,Automatic,Yellow,Third,11.49,22.98
C47818,Maruti,Nexon,2015,Diesel,Automatic,Yellow,First,16.8,10.38
C47819,Renault,Ecosport,2020,Hybrid,Automatic,Yellow,First,20.54,43.44
C47820,Maruti,Swift,2021,Electric,Automatic,Grey,Fourth,15.99,27.5
C47821,Volkswagen,Seltos,2009,Hybrid,Automatic,White,Third,10.15,9.61
C47822,Toyota,City,2014,Hybrid,Automatic,Silver,Fourth,22.87,41.35
C47823,Mahindra,Polo,2010,Electric,Automatic,Blue,Third,21.77,17.69
C47824,Hyundai,Duster,2009,Petrol,Manual,White,Fourth,16.16,37.77
C47825,Honda,Seltos,2012,Petrol,Manual,Black,Third,23.37,41.52
C47826,Mahindra,XUV500,2023,Diesel,Manual,Silver,Fourth,23.32,17.45
C47827,Maruti,XUV500,2023,Petrol,Manual,Black,Fourth,19.66,16.84
C47828,Honda,Seltos,2024,Hybrid,Automatic,Black,Fourth,21.9,36.44
C47829,Kia,Seltos,2005,CNG,Automatic,Red,Second,15.65,38.9
C47830,Kia,Creta,2007,Hybrid,Automatic,Red,Fourth,10.02,24.09
C47831,Hyundai,Swift,2012,Hybrid,Manual,Yellow,Fourth,11.08,4.95
C47832,Honda,Duster,2016,Diesel,Automatic,Blue,Third,21.13,13.33
C47833,Volkswagen,City,2009,Diesel,Manual,Black,Second,10.37,10.19
C47834,Tata,Innova,2010,Electric,Automatic,Yellow,Second,10.57,39.35
C47835,Tata,Swift,2008,Diesel,Automatic,Grey,Second,15.82,28.17
C47836,Kia,Nexon,2018,Hybrid,Manual,White,Second,22.52,42.79
C47837,Tata,Seltos,2008,Electric,Automatic,Grey,First,18.47,40.08
C47838,Renault,Ecosport,2024,Diesel,Automatic,White,First,15.4,6.36
C47839,Volkswagen,Ecosport,2022,CNG,Automatic,Green,Fourth,11.72,40.81
C47840,Maruti,City,2019,Hybrid,Manual,White,Third,21.34,46.36
C47841,Tata,Swift,2019,Electric,Manual,Red,Second,13.76,12.37
C47842,Tata,Ecosport,2006,Diesel,Manual,Green,Third,22.46,25.14
C47843,Volkswagen,Swift,2009,Electric,Manual,White,Second,16.91,29.23
C47844,Maruti,City,2008,Diesel,Manual,Grey,First,13.88,5.78
C47845,Tata,Swift,2016,Electric,Manual,Grey,Third,19.49,36.9
C47846,Mahindra,Polo,2009,CNG,Automatic,Silver,Third,12.71,47.71
C47847,Honda,Seltos,2011,Diesel,Manual,Blue,Second,18.86,48.99
C47848,Kia,Seltos,2008,Electric,Manual,White,Third,19.42,18.03
C47849,Tata,Ecosport,2009,Petrol,Manual,Blue,Fourth,12.07,9.96
C47850,Hyundai,Creta,2006,Petrol,Automatic,Green,Fourth,13.89,19.45
C47851,Maruti,City,2023,CNG,Automatic,Silver,Third,22.72,24.79
C47852,Mahindra,Seltos,2009,Diesel,Automatic,Red,Second,10.89,16.39
C47853,Honda,City,2023,Petrol,Manual,Red,Third,18.21,31.52
C47854,Mahindra,Swift,2007,Hybrid,Manual,Red,Third,20.51,34.83
C47855,Ford,Innova,2024,CNG,Automatic,Red,First,15.09,17.65
C47856,Tata,Nexon,2024,CNG,Manual,Grey,Fourth,12.77,23.54
C47857,Hyundai,City,2021,Hybrid,Manual,Silver,First,15.14,45.93
C47858,Tata,City,2017,CNG,Manual,Yellow,First,16.4,19.83
C47859,Toyota,XUV500,2023,Diesel,Automatic,Red,Second,10.25,9.59
C47860,Renault,Creta,2023,Petrol,Automatic,Grey,Second,17.97,8.95
C47861,Volkswagen,Polo,2005,Hybrid,Manual,Black,Second,11.01,14.64
C47862,Maruti,Seltos,2009,Hybrid,Manual,Grey,Fourth,19.42,41.71
C47863,Renault,Duster,2010,Electric,Manual,Silver,First,12.47,18.59
C47864,Kia,Nexon,2020,CNG,Manual,Green,Fourth,16.72,23.46
C47865,Ford,City,2015,CNG,Automatic,Blue,Third,22.85,30.42
C47866,Ford,City,2007,Diesel,Automatic,Grey,Fourth,21.83,33.14
C47867,Kia,Duster,2006,Diesel,Automatic,Blue,Fourth,14.53,24.1
C47868,Tata,Innova,2020,CNG,Manual,Black,Second,18.58,25.15
C47869,Ford,Swift,2021,Petrol,Manual,Green,Third,18.22,45.84
C47870,Toyota,Nexon,2014,CNG,Manual,Yellow,Third,22.58,32.44
C47871,Hyundai,XUV500,2009,Diesel,Automatic,Green,Second,15.5,41.42
C47872,Tata,Duster,2009,Electric,Manual,White,Fourth,10.48,34.79
C47873,Tata,Ecosport,2014,Hybrid,Manual,Grey,First,10.57,5.54
C47874,Maruti,City,2022,Electric,Automatic,Black,Third,13.88,21.28
C47875,Mahindra,XUV500,2014,Petrol,Manual,White,Fourth,20.17,19.31
C47876,Ford,City,2014,Hybrid,Manual,Red,Fourth,21.42,25.17
C47877,Volkswagen,Duster,2006,Petrol,Manual,White,First,15.4,3.02
C47878,Ford,Seltos,2013,Petrol,Manual,Grey,First,12.72,8.78
C47879,Volkswagen,Duster,2010,CNG,Automatic,White,Third,22.95,24.28
C47880,Toyota,Nexon,2024,Hybrid,Manual,Grey,First,17.6,46.3
C47881,Kia,Seltos,2020,Hybrid,Manual,Green,Second,22.94,18.93
C47882,Toyota,City,2009,Hybrid,Automatic,Blue,Third,21.09,17.36
C47883,Maruti,City,2007,Petrol,Automatic,Blue,Third,12.13,46.42
C47884,Tata,Swift,2015,Hybrid,Manual,Red,First,18.75,13.75
C47885,Toyota,City,2024,Hybrid,Automatic,Red,Third,21.97,43.83
C47886,Mahindra,XUV500,2018,Petrol,Manual,Yellow,Third,20.93,7.97
C47887,Honda,Ecosport,2006,Petrol,Manual,White,First,17.49,43.33
C47888,Tata,Innova,2021,Electric,Manual,Yellow,Fourth,22.49,27.17
C47889,Toyota,Innova,2011,Petrol,Manual,Grey,First,14.76,21.58
C47890,Maruti,Seltos,2015,CNG,Automatic,Yellow,Fourth,11.05,28.72
C47891,Ford,Swift,2014,Electric,Manual,Red,First,10.87,44.99
C47892,Kia,Polo,2011,CNG,Automatic,Blue,Second,18.24,12.18
C47893,Volkswagen,City,2005,Electric,Automatic,Yellow,Third,19.5,47.3
C47894,Tata,Swift,2020,Petrol,Manual,Grey,First,13.46,32.7
C47895,Tata,Duster,2023,CNG,Manual,Red,Fourth,20.93,13.59
C47896,Maruti,Polo,2021,Petrol,Manual,Green,First,20.24,5.01
C47897,Maruti,City,2012,Diesel,Manual,Black,Second,16.49,25.88
C47898,Maruti,Polo,2022,Petrol,Automatic,Blue,Second,20.13,9.4
C47899,Hyundai,Duster,2018,Petrol,Automatic,Blue,Fourth,22.07,20.6
C47900,Toyota,XUV500,2020,Petrol,Automatic,Yellow,Second,11.62,44.26
C47901,Maruti,Innova,2018,Diesel,Manual,Black,Second,16.63,35.14
C47902,Hyundai,Seltos,2016,Hybrid,Manual,Red,Second,22.81,12.09
C47903,Volkswagen,City,2015,Hybrid,Automatic,Green,First,18.39,30.75
C47904,Mahindra,City,2020,Hybrid,Manual,Black,Second,21.54,22.66
C47905,Mahindra,XUV500,2010,CNG,Automatic,Blue,Fourth,10.24,11.46
C47906,Hyundai,Swift,2013,Petrol,Manual,White,First,14.16,47.65
C47907,Kia,Nexon,2011,Hybrid,Manual,Blue,First,17.86,11.21
C47908,Kia,Innova,2024,Petrol,Automatic,White,Second,10.9,31.82
C47909,Tata,Polo,2009,CNG,Manual,Black,Second,22.91,3.44
C47910,Renault,XUV500,2012,Electric,Manual,Blue,First,18.42,35.87
C47911,Ford,Ecosport,2015,Electric,Automatic,White,Second,23.61,48.1
C47912,Renault,Ecosport,2011,Electric,Manual,Silver,Second,10.59,9.78
C47913,Kia,Ecosport,2007,Petrol,Automatic,Silver,Third,14.12,45.22
C47914,Honda,Creta,2009,Hybrid,Manual,White,Fourth,21.85,48.28
C47915,Hyundai,Creta,2021,CNG,Manual,White,Fourth,18.11,43.7
C47916,Mahindra,Creta,2015,CNG,Automatic,White,First,17.28,3.99
C47917,Toyota,XUV500,2020,Hybrid,Manual,Blue,Third,18.06,3.39
C47918,Hyundai,Nexon,2015,Diesel,Automatic,Silver,Third,11.36,25.7
C47919,Ford,Swift,2013,Petrol,Manual,Grey,First,18.65,11.48
C47920,Volkswagen,Nexon,2005,Petrol,Automatic,Silver,Third,21.91,45.8
C47921,Volkswagen,City,2010,Electric,Automatic,Silver,Fourth,15.23,47.71
C47922,Mahindra,Innova,2013,Electric,Manual,Yellow,Second,23.14,45.18
C47923,Ford,City,2021,CNG,Automatic,Blue,Second,21.73,45.04
C47924,Volkswagen,XUV500,2007,Electric,Automatic,Red,Third,24.15,7.48
C47925,Hyundai,XUV500,2015,Electric,Manual,Red,Third,18.39,6.49
C47926,Toyota,Duster,2020,Diesel,Manual,Silver,First,19.82,27.7
C47927,Kia,Seltos,2021,Electric,Manual,Green,First,16.3,25.26
C47928,Renault,Nexon,2012,CNG,Manual,Blue,First,14.13,36.19
C47929,Maruti,XUV500,2009,Petrol,Manual,Grey,Third,12.47,30.16
C47930,Ford,Duster,2007,Petrol,Manual,Blue,First,22.52,44.45
C47931,Maruti,Swift,2024,Petrol,Automatic,Blue,First,23.09,19.82
C47932,Honda,City,2020,CNG,Automatic,Silver,Second,18.45,49
C47933,Toyota,City,2019,Petrol,Manual,Yellow,Third,14.77,26.54
C47934,Mahindra,Polo,2019,Petrol,Manual,Grey,Second,23.92,46.44
C47935,Tata,Polo,2023,Diesel,Automatic,Black,Fourth,16.24,19.2
C47936,Tata,Nexon,2011,Electric,Automatic,Blue,Second,24.26,47.89
C47937,Kia,XUV500,2020,Hybrid,Manual,Green,Second,24.26,29.23
C47938,Toyota,Ecosport,2022,CNG,Automatic,Blue,Third,17.72,38.3
C47939,Renault,City,2017,Hybrid,Manual,Red,Third,12.14,21.53
C47940,Kia,Innova,2010,Petrol,Automatic,White,Third,14.4,38.44
C47941,Ford,Duster,2022,CNG,Manual,White,Second,18.48,23.51
C47942,Maruti,Ecosport,2010,Electric,Automatic,Black,Third,14.86,37.65
C47943,Toyota,Swift,2024,Electric,Manual,White,Fourth,15.24,35.52
C47944,Mahindra,Seltos,2016,CNG,Automatic,White,Fourth,22.41,31.77
C47945,Renault,City,2019,CNG,Manual,Grey,First,21.09,42.93
C47946,Hyundai,Swift,2013,Diesel,Manual,Silver,Third,12.61,22.65
C47947,Kia,Seltos,2011,Electric,Manual,Black,Fourth,20.36,12.48
C47948,Toyota,Ecosport,2016,Electric,Automatic,White,Second,15.49,16.32
C47949,Honda,Duster,2009,Hybrid,Manual,Silver,Third,10.92,17.98
C47950,Maruti,Polo,2011,Petrol,Manual,Yellow,First,15.51,45.24
C47951,Honda,Creta,2017,Electric,Manual,Green,First,24.01,8.79
C47952,Honda,Ecosport,2010,CNG,Manual,Blue,Fourth,18.51,37.97
C47953,Renault,Swift,2006,CNG,Automatic,Red,First,21.62,4.04
C47954,Kia,Nexon,2006,Diesel,Automatic,Green,Fourth,23.48,24.66
C47955,Kia,Seltos,2013,Diesel,Automatic,Silver,First,17.52,47.98
C47956,Mahindra,Polo,2023,Petrol,Automatic,White,Fourth,14.22,28.16
C47957,Ford,Duster,2008,Diesel,Automatic,Blue,First,20.75,29.99
C47958,Kia,Duster,2016,Hybrid,Manual,Green,Fourth,22.3,6.05
C47959,Honda,Seltos,2005,Electric,Automatic,Silver,Fourth,16.76,40.46
C47960,Maruti,Swift,2019,Petrol,Manual,Blue,Second,15.36,12.61
C47961,Kia,Creta,2014,Hybrid,Automatic,White,Fourth,23.05,12.24
C47962,Mahindra,XUV500,2005,Diesel,Manual,Red,First,21.74,40.49
C47963,Kia,Seltos,2008,Hybrid,Manual,Grey,Third,18.26,32.17
C47964,Ford,Ecosport,2009,Electric,Manual,White,Fourth,18.07,28.2
C47965,Volkswagen,Duster,2012,CNG,Automatic,Yellow,First,17.52,30.6
C47966,Renault,Innova,2020,Hybrid,Manual,Black,Third,12.36,33.41
C47967,Kia,Seltos,2019,CNG,Automatic,Silver,Second,18.27,28.24
C47968,Hyundai,XUV500,2010,Petrol,Manual,Green,First,11.23,31.66
C47969,Kia,Nexon,2016,Electric,Manual,Yellow,Second,13.48,35.03
C47970,Toyota,Innova,2024,CNG,Manual,Green,Second,23,39.16
C47971,Tata,XUV500,2018,CNG,Automatic,Green,First,19.82,3.08
C47972,Maruti,Innova,2024,Petrol,Manual,Black,Second,17.87,17.43
C47973,Renault,Ecosport,2005,Hybrid,Automatic,Silver,Fourth,19.02,32.22
C47974,Tata,Swift,2015,Hybrid,Automatic,Silver,First,15.9,22.07
C47975,Hyundai,Innova,2017,Diesel,Automatic,Red,Second,22.87,29.67
C47976,Mahindra,Swift,2006,Electric,Manual,Black,First,18.71,41.25
C47977,Ford,Seltos,2006,Petrol,Manual,Silver,Third,24.6,8.73
C47978,Mahindra,Ecosport,2014,Hybrid,Manual,Yellow,Third,23.34,21.78
C47979,Tata,Ecosport,2016,Hybrid,Manual,White,Fourth,12.61,4.88
C47980,Renault,Swift,2022,Diesel,Manual,Silver,Fourth,18.37,44.22
C47981,Hyundai,XUV500,2014,Hybrid,Manual,Yellow,Fourth,14.16,5.66
C47982,Hyundai,Swift,2023,CNG,Manual,Yellow,Third,24.47,37.43
C47983,Toyota,Swift,2012,Hybrid,Manual,Silver,First,24.02,31
C47984,Toyota,City,2021,Electric,Automatic,White,Second,11.16,33.09
C47985,Maruti,Creta,2010,Hybrid,Manual,Blue,Fourth,11.43,11.72
C47986,Maruti,Seltos,2020,Diesel,Automatic,Grey,Third,21.98,15.26
C47987,Mahindra,City,2009,Petrol,Manual,Black,Second,20.65,8.25
C47988,Hyundai,Nexon,2024,CNG,Manual,Yellow,Third,14.52,8.86
C47989,Tata,Polo,2005,Hybrid,Manual,Green,Second,16.73,31.5
C47990,Hyundai,Polo,2014,Petrol,Manual,Grey,First,20.07,17.04
C47991,Renault,Ecosport,2015,CNG,Automatic,Yellow,Third,15.7,20.21
C47992,Kia,Creta,2005,Electric,Automatic,Yellow,Fourth,17.97,38.37
C47993,Renault,Nexon,2023,Electric,Manual,Red,Second,19.47,24.54
C47994,Honda,Duster,2005,CNG,Manual,Grey,Second,20.78,23.83
C47995,Hyundai,Creta,2019,Electric,Manual,Red,Second,22.15,23.35
C47996,Tata,Creta,2011,Electric,Manual,Red,First,17.9,9.42
C47997,Ford,Ecosport,2015,Diesel,Automatic,Green,Fourth,14.64,17.76
C47998,Ford,Duster,2012,Petrol,Automatic,Blue,Third,10.66,29.38
C47999,Kia,City,2013,Hybrid,Manual,Green,Second,20.04,24.32
C48000,Ford,Duster,2008,Petrol,Automatic,Silver,Third,12.7,33.92
C48001,Honda,Duster,2019,Petrol,Automatic,Silver,Fourth,23.11,3.81
C48002,Honda,Nexon,2013,Petrol,Automatic,White,First,18.35,23.49
C48003,Tata,Innova,2007,Hybrid,Automatic,Grey,Third,11.41,27.14
C48004,Mahindra,Innova,2011,Hybrid,Manual,Black,Fourth,21.4,15.48
C48005,Volkswagen,Polo,2005,Hybrid,Manual,Green,Third,21.91,26.2
